31_1	MARCO_3878347	1
31_1	MARCO_291003	2
31_1	MARCO_789620	3
31_1	MARCO_2954451	4
31_1	MARCO_5625372	5
31_1	MARCO_4976187	6
31_1	MARCO_7069065	7
31_1	MARCO_291004	8
31_1	MARCO_7035860	9
31_1	MARCO_7035861	10
31_1	MARCO_8610842	11
31_1	MARCO_7017764	12
31_1	CAR_5a050f09bcceee62a19726c5bae0367b38bade90	13
31_1	MARCO_6430441	14
31_1	MARCO_2715451	15
31_1	MARCO_7972825	16
31_1	MARCO_1905581	17
31_1	MARCO_5488481	18
31_1	MARCO_6914820	19
31_1	MARCO_3705888	20
31_1	MARCO_3705887	21
31_1	MARCO_7035859	22
31_1	MARCO_7035854	23
31_1	MARCO_7537010	24
31_1	MARCO_7035858	25
31_1	MARCO_8610846	26
31_1	MARCO_8610844	27
31_1	MARCO_2925879	28
31_1	MARCO_2925873	29
31_1	MARCO_7364326	30
31_1	MARCO_5625374	31
31_1	MARCO_2715454	32
31_1	MARCO_5990561	33
31_1	MARCO_8687722	34
31_1	MARCO_7672901	35
31_1	MARCO_2925881	36
31_1	MARCO_4976188	37
31_1	MARCO_7017760	38
31_1	MARCO_1373522	39
31_1	MARCO_5990568	40
31_1	MARCO_1905587	41
31_1	MARCO_5990560	42
31_1	MARCO_2231504	43
31_1	MARCO_7113009	44
31_1	MARCO_3581481	45
31_1	MARCO_4976183	46
31_1	MARCO_8554833	47
31_1	MARCO_191057	48
31_1	MARCO_5488479	49
31_1	MARCO_4662511	50
31_1	CAR_86bbbf7cc2b28ac642d666ff09dbbe85d047924d	51
31_1	MARCO_8046971	52
31_1	MARCO_3990603	53
31_1	MARCO_191056	54
31_1	MARCO_191052	55
31_1	MARCO_7672896	56
31_1	MARCO_5625375	57
31_1	CAR_2174ad0aa50712ff24035c23f59a3c2b43267650	58
31_1	MARCO_8509630	59
31_1	MARCO_8610845	60
31_1	MARCO_2533396	61
31_1	MARCO_3102140	62
31_1	MARCO_701847	63
31_1	MARCO_4976190	64
31_1	MARCO_5625371	65
31_1	MARCO_2231510	66
31_1	MARCO_7722008	67
31_1	MARCO_704086	68
31_1	MARCO_1462314	69
31_1	MARCO_4534499	70
31_1	MARCO_7364332	71
31_1	MARCO_291008	72
31_1	CAR_5acd522b9e847dec2358756961b25aded453233d	73
31_1	MARCO_2314856	74
31_1	MARCO_1905588	75
31_1	MARCO_191053	76
31_1	MARCO_7035862	77
31_1	MARCO_7972824	78
31_1	MARCO_4534498	79
31_1	MARCO_4534501	80
31_1	MARCO_1467227	81
31_1	MARCO_3960759	82
31_1	CAR_795c96e2a1881cbbe6a5e5558269738c99d916bb	83
31_1	MARCO_7722009	84
31_1	MARCO_5488482	85
31_1	MARCO_555611	86
31_1	MARCO_6650838	87
31_1	MARCO_7113012	88
31_1	MARCO_4534500	89
31_1	MARCO_8149031	90
31_1	MARCO_3090847	91
31_1	MARCO_4976185	92
31_1	MARCO_5484029	93
31_1	MARCO_8141109	94
31_1	MARCO_1813780	95
31_1	MARCO_1905584	96
31_1	MARCO_4534505	97
31_1	MARCO_7672898	98
31_1	MARCO_3190129	99
31_1	MARCO_5488475	100
31_2	CAR_ccb06e8300ffa6858063ea02d6eb806f0b2fc61a	1
31_2	CAR_663b6eba483608e5e8ce3dfdf6b63370b9efeae6	2
31_2	CAR_a964dbbc9296a39c0b3c437d071f447a00908767	3
31_2	CAR_a29fe802cba8cdb19bff2014224c2f1bda726b27	4
31_2	CAR_6b774a3d10ba127af4f40738d719cf688f35af98	5
31_2	CAR_4a80f3bdbe6f3d098f0eeff68b2993b95ab1d8a9	6
31_2	MARCO_2022416	7
31_2	MARCO_4658403	8
31_2	CAR_e16e20d3a2fc72e2aeb0140b9588f41049410ad5	9
31_2	MARCO_4806104	10
31_2	MARCO_8217402	11
31_2	CAR_14767998b320c69a0f86cb734b7f58fa3c5bc09c	12
31_2	MARCO_3366471	13
31_2	MARCO_7035085	14
31_2	MARCO_8564408	15
31_2	CAR_ed66c90850ed2fd7daba8b55dcc207aa6d8d0556	16
31_2	CAR_a37eb368c736e84444ad4bd4ab46ce81555cd555	17
31_2	CAR_7b2c2990cea3e49047a5149b108b8a186ad96372	18
31_2	MARCO_263077	19
31_2	MARCO_6090698	20
31_2	MARCO_308828	21
31_2	CAR_1608aa407c4d5a8563170f715ac8ca07196adf27	22
31_2	CAR_04ea186d587db164f27fd5984389c23ea8c3aead	23
31_2	MARCO_1094915	24
31_2	MARCO_752910	25
31_2	CAR_7b31655ce90eeee7f827e9adc305952dd22a3c61	26
31_2	CAR_fc62afb0c9ab93f6b1f5cb37efa9e0f28f4507b6	27
31_2	CAR_e0c05603f0a6c66e243f151e181b1efd04e6e0f0	28
31_2	CAR_482cbcd252da8a98b4fc5c4a05984e8027a730cf	29
31_2	MARCO_8083356	30
31_2	MARCO_1945318	31
31_2	CAR_23b4e81756043d7534de49e66ac99239a52ceca9	32
31_2	CAR_aad3bd0cbcd0210c3a4f5de0f6b46b8d5eddaa71	33
